household_id,appliance_type,power_rating,star_rating,daily_hours,room_size,household_size,location_type,income_bracket,house_type,season,daily_consumption,monthly_consumption,monthly_cost,efficiency_score,usage_pattern,appliance_age,brand_tier,total_monthly_bill,cost_per_kwh,consumption_per_watt,efficiency_ratio
44,Air Conditioner,1752,4,9.14,184,2,Urban,Middle,Independent House,Spring,13.137,394.1,2561.64,80,Heavy,7,Standard,3854.8,6.49997462572951,7.498287671232877,2.2831050228310503
44,Washing Machine,605,3,1.29,132,2,Urban,Middle,Independent House,Spring,0.757,22.71,147.6,60,Regular,4,Budget,3854.8,6.499339498018494,1.2512396694214876,4.958677685950414
44,Microwave,956,4,1.82,336,2,Urban,Middle,Independent House,Spring,1.564,46.93,305.05,80,Regular,9,Premium,3854.8,6.500106541657789,1.6359832635983265,4.184100418410042
45,Refrigerator,294,3,24.0,147,5,Suburban,Middle,Apartment,Winter,7.171,215.14,1398.38,60,Heavy,8,Standard,3667.69,6.499860555917079,24.391156462585034,10.204081632653061
45,Television,178,4,9.04,150,5,Suburban,Middle,Apartment,Winter,1.562,46.86,304.59,80,Heavy,7,Budget,3667.69,6.499999999999999,8.775280898876405,22.471910112359552
45,LED Lights,13,4,10.58,333,5,Suburban,Middle,Apartment,Winter,0.124,3.71,24.12,80,Heavy,4,Standard,3667.69,6.501347708894879,9.538461538461538,307.6923076923077
45,Ceiling Fan,57,3,10.37,195,5,Suburban,Middle,Apartment,Winter,0.556,16.69,108.46,60,Heavy,9,Standard,3667.69,6.498502097064109,9.75438596491228,52.63157894736842
45,Air Conditioner,1889,4,3.91,173,5,Suburban,Middle,Apartment,Winter,7.083,212.5,1381.23,80,Regular,4,Standard,3667.69,6.499905882352941,3.7496029645314986,2.1175224986765486
45,Washing Machine,423,4,3.31,198,5,Suburban,Middle,Apartment,Winter,1.271,38.12,247.79,80,Regular,8,Standard,3667.69,6.500262329485834,3.0047281323877066,9.456264775413711
45,Microwave,1064,3,1.09,190,5,Suburban,Middle,Apartment,Winter,1.042,31.25,203.12,60,Regular,9,Premium,3667.69,6.49984,0.9793233082706768,2.819548872180451
46,Refrigerator,250,2,24.0,117,4,Suburban,Middle,Apartment,Winter,6.495,194.84,1266.43,40,Heavy,4,Standard,3446.5499999999997,6.499846027509752,25.98,8.0
46,Television,130,4,8.38,287,4,Suburban,Middle,Apartment,Winter,1.025,30.76,199.96,80,Heavy,4,Budget,3446.5499999999997,6.500650195058517,7.884615384615384,30.769230769230766
46,LED Lights,13,4,8.54,141,4,Suburban,Middle,Apartment,Winter,0.106,3.19,20.71,80,Heavy,3,Premium,3446.5499999999997,6.492163009404389,8.153846153846153,307.6923076923077
46,Ceiling Fan,79,5,16.0,165,4,Suburban,Middle,Apartment,Winter,1.062,31.87,207.16,100,Heavy,5,Standard,3446.5499999999997,6.500156887354879,13.443037974683545,63.291139240506325
46,Air Conditioner,1967,2,2.71,191,4,Suburban,Middle,Apartment,Winter,6.673,200.2,1301.33,40,Regular,2,Budget,3446.5499999999997,6.5001498501498505,3.392475851550585,1.0167768174885612
46,Washing Machine,408,3,2.9,96,4,Suburban,Middle,Apartment,Winter,1.209,36.27,235.77,60,Regular,4,Standard,3446.5499999999997,6.500413564929693,2.963235294117647,7.352941176470589
46,Microwave,822,3,1.34,212,4,Suburban,Middle,Apartment,Winter,1.104,33.11,215.19,60,Regular,4,Budget,3446.5499999999997,6.499244941105406,1.343065693430657,3.649635036496351
47,Refrigerator,237,3,24.0,219,4,Urban,Low,Apartment,Monsoon,6.167,185.01,1202.55,60,Heavy,7,Premium,1464.3899999999999,6.499918923301443,26.0210970464135,12.658227848101266
47,Television,136,3,4.19,92,4,Urban,Low,Apartment,Monsoon,0.537,16.1,104.63,60,Regular,4,Budget,1464.3899999999999,6.498757763975155,3.9485294117647056,22.058823529411764
47,LED Lights,11,4,10.21,196,4,Urban,Low,Apartment,Monsoon,0.1,2.99,19.45,80,Heavy,1,Standard,1464.3899999999999,6.505016722408026,9.090909090909092,363.6363636363637
47,Ceiling Fan,75,5,12.05,147,4,Urban,Low,Apartment,Monsoon,0.706,21.19,137.76,100,Heavy,3,Budget,1464.3899999999999,6.501179801793298,9.413333333333332,66.66666666666667
48,Refrigerator,227,3,18.0,381,3,Rural,Low,Apartment,Monsoon,4.134,124.03,806.17,60,Heavy,3,Budget,1227.04,6.499798435862291,18.211453744493394,13.215859030837004
48,Television,176,3,7.24,218,3,Rural,Low,Apartment,Monsoon,1.331,39.92,259.49,60,Regular,6,Premium,1227.04,6.500250501002004,7.5625,17.045454545454547
48,LED Lights,11,4,8.38,99,3,Rural,Low,Apartment,Monsoon,0.086,2.58,16.75,80,Heavy,7,Standard,1227.04,6.492248062015504,7.8181818181818175,363.6363636363637
48,Ceiling Fan,71,5,12.01,135,3,Rural,Low,Apartment,Monsoon,0.742,22.25,144.63,100,Heavy,2,Budget,1227.04,6.500224719101124,10.450704225352112,70.42253521126761
49,Refrigerator,221,5,18.0,132,3,Suburban,Middle,Independent House,Monsoon,3.059,91.78,596.59,100,Heavy,1,Budget,5549.5199999999995,6.500217912399216,13.84162895927602,22.624434389140273
49,Television,84,3,9.27,208,3,Suburban,Middle,Independent House,Monsoon,0.756,22.68,147.43,60,Heavy,2,Standard,5549.5199999999995,6.500440917107584,9.0,35.714285714285715
49,LED Lights,11,5,7.99,126,3,Suburban,Middle,Independent House,Monsoon,0.069,2.06,13.39,100,Regular,1,Standard,5549.5199999999995,6.5,6.272727272727273,454.54545454545456
49,Ceiling Fan,71,5,13.06,98,3,Suburban,Middle,Independent House,Monsoon,0.784,23.52,152.89,100,Heavy,8,Budget,5549.5199999999995,6.500425170068027,11.042253521126762,70.42253521126761
49,Air Conditioner,1791,3,13.53,385,3,Suburban,Middle,Independent House,Monsoon,22.136,664.09,4316.61,60,Heavy,1,Premium,5549.5199999999995,6.500037645499856,12.359575656058068,1.6750418760469012
49,Washing Machine,457,3,2.22,231,3,Suburban,Middle,Independent House,Monsoon,1.055,31.66,205.78,60,Regular,9,Standard,5549.5199999999995,6.499684144030322,2.308533916849015,6.564551422319474
49,Microwave,876,5,0.9,114,3,Suburban,Middle,Independent House,Monsoon,0.599,17.97,116.83,100,Regular,8,Standard,5549.5199999999995,6.50139120756817,0.6837899543378995,5.707762557077626
50,Refrigerator,188,4,18.0,290,3,Suburban,Middle,Independent House,Winter,2.797,83.91,545.44,80,Heavy,3,Standard,2203.89,6.500297938267192,14.877659574468085,21.27659574468085
50,Television,190,4,5.6,146,3,Suburban,Middle,Independent House,Winter,0.934,28.02,182.14,80,Regular,9,Budget,2203.89,6.500356887937187,4.915789473684211,21.05263157894737
50,LED Lights,14,4,9.15,81,3,Suburban,Middle,Independent House,Winter,0.124,3.71,24.14,80,Heavy,1,Premium,2203.89,6.506738544474394,8.857142857142858,285.7142857142857
50,Ceiling Fan,74,4,12.9,130,3,Suburban,Middle,Independent House,Winter,0.925,27.74,180.34,80,Heavy,8,Standard,2203.89,6.501081470800289,12.5,54.054054054054056
50,Air Conditioner,1609,3,3.43,194,3,Suburban,Middle,Independent House,Winter,5.614,168.42,1094.75,60,Regular,1,Standard,2203.89,6.5001187507421925,3.4891236793039155,1.8645121193287757
50,Washing Machine,482,3,1.08,195,3,Suburban,Middle,Independent House,Winter,0.488,14.65,95.25,60,Regular,6,Budget,2203.89,6.501706484641638,1.012448132780083,6.224066390041494
50,Microwave,844,4,0.51,184,3,Suburban,Middle,Independent House,Winter,0.42,12.59,81.83,80,Regular,5,Budget,2203.89,6.4996028594122315,0.49763033175355453,4.739336492890995
51,Refrigerator,260,4,18.0,176,3,Rural,Middle,Independent House,Spring,3.798,113.95,740.69,80,Heavy,8,Standard,5220.27,6.500131636682756,14.607692307692307,15.384615384615383
51,Television,122,3,8.02,189,3,Rural,Middle,Independent House,Spring,1.009,30.27,196.77,60,Heavy,5,Budget,5220.27,6.500495540138751,8.270491803278688,24.59016393442623
51,LED Lights,12,4,6.18,148,3,Rural,Middle,Independent House,Spring,0.061,1.83,11.91,80,Regular,2,Premium,5220.27,6.508196721311475,5.083333333333333,333.3333333333333
51,Ceiling Fan,78,4,13.86,224,3,Rural,Middle,Independent House,Spring,0.992,29.75,193.35,80,Heavy,7,Budget,5220.27,6.499159663865546,12.717948717948717,51.282051282051285
51,Air Conditioner,1549,4,12.58,326,3,Rural,Middle,Independent House,Spring,18.549,556.48,3617.12,80,Heavy,3,Standard,5220.27,6.5,11.974822466107167,2.5823111684958038
51,Washing Machine,720,5,1.86,200,3,Rural,Middle,Independent House,Spring,1.127,33.82,219.86,100,Regular,1,Budget,5220.27,6.500887049083383,1.5652777777777778,6.944444444444445
51,Microwave,1089,5,1.31,107,3,Rural,Middle,Independent House,Spring,1.234,37.01,240.57,100,Regular,5,Standard,5220.27,6.500135098621994,1.1331496786042239,4.591368227731865
52,Refrigerator,234,3,18.0,139,3,Urban,Middle,Independent House,Spring,4.493,134.79,876.15,60,Heavy,8,Standard,6983.16,6.500111284219898,19.200854700854705,12.82051282051282
52,Television,186,3,8.7,212,3,Urban,Middle,Independent House,Spring,1.552,46.55,302.58,60,Heavy,9,Standard,6983.16,6.500107411385607,8.344086021505376,16.129032258064516
52,LED Lights,14,5,8.45,237,3,Urban,Middle,Independent House,Spring,0.103,3.08,20.02,100,Heavy,1,Budget,6983.16,6.5,7.357142857142857,357.1428571428571
52,Ceiling Fan,63,4,13.24,117,3,Urban,Middle,Independent House,Spring,0.693,20.78,135.04,80,Heavy,5,Budget,6983.16,6.498556304138594,11.0,63.492063492063494
52,Air Conditioner,1859,2,11.97,196,3,Urban,Middle,Independent House,Spring,27.701,831.03,5401.72,40,Heavy,3,Budget,6983.16,6.500030083149826,14.901022054868209,1.0758472296933836
52,Washing Machine,528,5,1.52,170,3,Urban,Middle,Independent House,Spring,0.674,20.23,131.49,100,Regular,4,Budget,6983.16,6.499752842313396,1.2765151515151516,9.469696969696969
52,Microwave,936,5,0.82,382,3,Urban,Middle,Independent House,Spring,0.596,17.87,116.16,100,Regular,1,Standard,6983.16,6.500279798545047,0.6367521367521367,5.3418803418803416
53,Refrigerator,229,2,12.0,255,2,Suburban,Low,Apartment,Monsoon,3.333,99.98,649.9,40,Heavy,3,Standard,997.37,6.500300060012002,14.55458515283843,8.73362445414847
53,Television,120,4,8.77,325,2,Suburban,Low,Apartment,Monsoon,1.015,30.44,197.88,80,Heavy,3,Standard,997.37,6.5006570302233895,8.458333333333334,33.333333333333336
53,LED Lights,14,4,6.96,162,2,Suburban,Low,Apartment,Monsoon,0.092,2.75,17.87,80,Regular,4,Standard,997.37,6.498181818181819,6.571428571428571,285.7142857142857
53,Ceiling Fan,72,3,9.32,145,2,Suburban,Low,Apartment,Monsoon,0.675,20.26,131.72,60,Heavy,2,Standard,997.37,6.501480750246791,9.375000000000002,41.66666666666667
54,Refrigerator,182,3,12.0,121,2,Rural,Middle,Apartment,Winter,2.351,70.52,458.39,60,Heavy,3,Standard,2169.68,6.500141803743619,12.917582417582416,16.483516483516485
54,Television,152,4,7.65,126,2,Rural,Middle,Apartment,Winter,1.023,30.7,199.53,80,Regular,3,Standard,2169.68,6.499348534201955,6.730263157894736,26.315789473684212
54,LED Lights,20,5,9.7,196,2,Rural,Middle,Apartment,Winter,0.163,4.89,31.79,100,Heavy,1,Standard,2169.68,6.5010224948875255,8.15,250.0
54,Ceiling Fan,59,5,14.03,92,2,Rural,Middle,Apartment,Winter,0.711,21.34,138.69,100,Heavy,2,Premium,2169.68,6.4990627928772255,12.050847457627118,84.74576271186442
54,Air Conditioner,1238,2,3.47,210,2,Rural,Middle,Apartment,Winter,4.99,149.7,973.04,40,Regular,8,Standard,2169.68,6.4999331997328,4.030694668820679,1.6155088852988693
54,Washing Machine,470,3,0.89,256,2,Rural,Middle,Apartment,Winter,0.442,13.26,86.2,60,Regular,7,Standard,2169.68,6.500754147812971,0.9404255319148935,6.382978723404256
54,Microwave,940,4,1.69,82,2,Rural,Middle,Apartment,Winter,1.446,43.39,282.04,80,Regular,5,Standard,2169.68,6.500115233924868,1.5382978723404255,4.25531914893617
55,Refrigerator,273,5,18.0,205,3,Urban,High,Apartment,Winter,4.195,125.86,818.12,100,Heavy,9,Budget,3730.06,6.500238360082632,15.366300366300369,18.315018315018314
55,Television,120,5,4.76,150,3,Urban,High,Apartment,Winter,0.453,13.59,88.32,100,Regular,3,Budget,3730.06,6.4988962472406175,3.7750000000000004,41.66666666666667
55,LED Lights,17,4,8.91,125,3,Urban,High,Apartment,Winter,0.133,4.0,25.98,80,Heavy,8,Premium,3730.06,6.495,7.8235294117647065,235.2941176470588
55,Ceiling Fan,65,4,8.54,353,3,Urban,High,Apartment,Winter,0.546,16.38,106.49,80,Heavy,4,Standard,3730.06,6.501221001221001,8.4,61.53846153846153
55,Air Conditioner,1684,3,2.7,328,3,Urban,High,Apartment,Winter,4.304,129.13,839.37,60,Regular,3,Standard,3730.06,6.500193603345466,2.5558194774346794,1.7814726840855108
55,Washing Machine,581,4,1.31,141,3,Urban,High,Apartment,Winter,0.667,20.02,130.1,80,Regular,4,Premium,3730.06,6.498501498501498,1.1480206540447504,6.884681583476764
55,Microwave,1178,5,1.89,81,3,Urban,High,Apartment,Winter,1.843,55.28,359.3,100,Regular,1,Standard,3730.06,6.499638205499276,1.5645161290322582,4.244482173174873
55,Water Heater,2170,5,2.14,127,3,Urban,High,Apartment,Winter,3.387,101.6,660.37,100,Regular,8,Standard,3730.06,6.499704724409449,1.5608294930875577,2.3041474654377883
55,Laptop,81,5,10.51,307,3,Urban,High,Apartment,Winter,0.716,21.49,139.68,100,Heavy,3,Standard,3730.06,6.499767333643556,8.839506172839505,61.72839506172839
55,Desktop Computer,391,4,8.45,88,3,Urban,High,Apartment,Winter,2.884,86.51,562.33,80,Heavy,6,Budget,3730.06,6.500173390359496,7.375959079283887,10.230179028132993
56,Refrigerator,293,4,24.0,239,4,Rural,Low,Apartment,Summer,6.821,204.64,1330.16,80,Heavy,5,Standard,1643.8100000000002,6.500000000000001,23.27986348122867,13.651877133105803
56,Television,141,4,5.84,160,4,Rural,Low,Apartment,Summer,0.707,21.22,137.93,80,Regular,8,Standard,1643.8100000000002,6.500000000000001,5.01418439716312,28.368794326241137
56,LED Lights,17,5,9.6,387,4,Rural,Low,Apartment,Summer,0.131,3.92,25.49,100,Heavy,1,Standard,1643.8100000000002,6.502551020408163,7.705882352941177,294.11764705882354
56,Ceiling Fan,67,5,14.57,245,4,Rural,Low,Apartment,Summer,0.77,23.11,150.23,100,Heavy,6,Standard,1643.8100000000002,6.50064906966681,11.492537313432836,74.62686567164178
57,Refrigerator,210,2,24.0,398,5,Urban,Low,Apartment,Monsoon,6.283,188.5,1225.27,40,Heavy,4,Budget,1633.19,6.5001061007957555,29.91904761904762,9.523809523809524
57,Television,153,5,8.66,272,5,Urban,Low,Apartment,Monsoon,1.163,34.88,226.7,100,Heavy,8,Premium,1633.19,6.499426605504587,7.601307189542484,32.6797385620915
57,LED Lights,13,5,8.21,150,5,Urban,Low,Apartment,Monsoon,0.085,2.54,16.53,100,Heavy,6,Premium,1633.19,6.5078740157480315,6.538461538461539,384.61538461538464
57,Ceiling Fan,70,5,14.59,195,5,Urban,Low,Apartment,Monsoon,0.845,25.34,164.69,100,Heavy,6,Standard,1633.19,6.499210734017364,12.071428571428571,71.42857142857142
58,Refrigerator,253,2,24.0,324,5,Rural,Low,Apartment,Winter,7.742,232.26,1509.71,40,Heavy,6,Premium,1794.91,6.500086110393525,30.600790513833992,7.905138339920948
58,Television,99,5,9.6,310,5,Rural,Low,Apartment,Winter,0.815,24.45,158.9,100,Heavy,3,Standard,1794.91,6.4989775051124745,8.232323232323232,50.505050505050505
58,LED Lights,9,4,6.13,133,5,Rural,Low,Apartment,Winter,0.05,1.51,9.82,80,Regular,5,Standard,1794.91,6.503311258278146,5.555555555555555,444.44444444444446
58,Ceiling Fan,55,5,14.11,245,5,Rural,Low,Apartment,Winter,0.597,17.92,116.48,100,Heavy,7,Budget,1794.91,6.5,10.854545454545454,90.9090909090909
59,Refrigerator,248,4,24.0,387,6,Urban,Middle,Independent House,Monsoon,5.24,157.19,1021.72,80,Heavy,4,Budget,4262.8099999999995,6.499904574082321,21.129032258064516,16.129032258064516
59,Television,98,5,8.06,104,6,Urban,Middle,Independent House,Monsoon,0.597,17.92,116.49,100,Heavy,3,Budget,4262.8099999999995,6.500558035714285,6.091836734693878,51.0204081632653
59,LED Lights,19,5,8.23,212,6,Urban,Middle,Independent House,Monsoon,0.118,3.54,22.98,100,Heavy,3,Standard,4262.8099999999995,6.491525423728814,6.2105263157894735,263.15789473684214
59,Ceiling Fan,67,4,14.44,174,6,Urban,Middle,Independent House,Monsoon,0.871,26.13,169.87,80,Heavy,2,Standard,4262.8099999999995,6.500956754688098,13.0,59.70149253731343
59,Air Conditioner,1693,3,6.88,382,6,Urban,Middle,Independent House,Monsoon,10.611,318.32,2069.06,60,Regular,9,Standard,4262.8099999999995,6.4999371701432525,6.267572356763142,1.772002362669817
59,Washing Machine,738,3,3.41,164,6,Urban,Middle,Independent House,Monsoon,2.366,70.99,461.4,60,Regular,6,Standard,4262.8099999999995,6.499506972813072,3.2059620596205964,4.065040650406504
59,Microwave,1130,3,1.76,99,6,Urban,Middle,Independent House,Monsoon,2.058,61.74,401.29,60,Regular,1,Standard,4262.8099999999995,6.49967606090055,1.8212389380530971,2.6548672566371683
60,Refrigerator,161,5,24.0,380,5,Urban,Middle,Apartment,Monsoon,3.177,95.31,619.55,100,Heavy,2,Standard,5945.63,6.500367222746825,19.732919254658388,31.055900621118013
60,Television,181,4,9.53,221,5,Urban,Middle,Apartment,Monsoon,1.426,42.79,278.14,80,Heavy,6,Budget,5945.63,6.500116849731246,7.878453038674033,22.099447513812155
60,LED Lights,16,5,6.51,204,5,Urban,Middle,Apartment,Monsoon,0.09,2.69,17.49,100,Regular,7,Standard,5945.63,6.5018587360594795,5.625,312.5
60,Ceiling Fan,76,5,13.47,114,5,Urban,Middle,Apartment,Monsoon,0.77,23.09,150.11,100,Heavy,5,Budget,5945.63,6.501082719792119,10.131578947368421,65.78947368421053
60,Air Conditioner,1750,4,13.79,244,5,Urban,Middle,Apartment,Monsoon,22.913,687.39,4468.01,80,Heavy,4,Standard,5945.63,6.499963630544524,13.093142857142857,2.2857142857142856
60,Washing Machine,708,5,2.24,191,5,Urban,Middle,Apartment,Monsoon,1.38,41.39,269.06,100,Regular,3,Standard,5945.63,6.500604010630587,1.9491525423728813,7.062146892655368
60,Microwave,797,4,1.12,99,5,Urban,Middle,Apartment,Monsoon,0.735,22.04,143.27,80,Regular,8,Premium,5945.63,6.500453720508168,0.9222082810539524,5.018820577164366
61,Refrigerator,164,2,24.0,289,5,Rural,High,Independent House,Spring,4.359,130.77,850.0,40,Heavy,8,Premium,5683.22,6.499961764930794,26.579268292682926,12.195121951219512
61,Television,90,4,7.78,135,5,Rural,High,Independent House,Spring,0.584,17.51,113.83,80,Regular,7,Standard,5683.22,6.500856653340947,6.488888888888889,44.44444444444444
61,LED Lights,12,4,7.81,275,5,Rural,High,Independent House,Spring,0.09,2.69,17.48,80,Regular,2,Standard,5683.22,6.4981412639405205,7.5,333.3333333333333
61,Ceiling Fan,80,5,10.17,110,5,Rural,High,Independent House,Spring,0.625,18.76,121.92,100,Heavy,5,Standard,5683.22,6.498933901918976,7.8125,62.5
61,Air Conditioner,1265,5,8.43,123,5,Rural,High,Independent House,Spring,8.144,244.32,1588.07,100,Heavy,7,Premium,5683.22,6.499959070072037,6.437944664031621,3.9525691699604746
61,Washing Machine,646,5,2.02,355,5,Rural,High,Independent House,Spring,0.997,29.9,194.32,100,Regular,2,Standard,5683.22,6.498996655518395,1.543343653250774,7.739938080495356
61,Microwave,1096,3,1.36,189,5,Rural,High,Independent House,Spring,1.541,46.23,300.52,60,Regular,7,Budget,5683.22,6.500540774388925,1.4060218978102188,2.7372262773722627
61,Water Heater,2348,5,4.72,142,5,Rural,High,Independent House,Spring,8.979,269.37,1750.89,100,Regular,6,Budget,5683.22,6.499944314511638,3.8241056218057916,2.1294718909710393
61,Laptop,51,4,11.16,204,5,Rural,High,Independent House,Spring,0.533,15.98,103.84,80,Heavy,9,Standard,5683.22,6.498122653316646,10.450980392156863,78.43137254901961
61,Desktop Computer,340,3,9.71,139,5,Rural,High,Independent House,Spring,3.294,98.82,642.35,60,Heavy,6,Standard,5683.22,6.500202388180531,9.688235294117646,8.823529411764705
62,Refrigerator,221,2,12.0,142,2,Suburban,Low,Apartment,Monsoon,3.228,96.83,629.36,40,Heavy,5,Standard,855.8,6.499638541774244,14.606334841628959,9.049773755656108
62,Television,107,5,5.1,399,2,Suburban,Low,Apartment,Monsoon,0.445,13.36,86.85,100,Regular,6,Budget,855.8,6.5007485029940115,4.158878504672898,46.728971962616825
62,LED Lights,16,5,6.86,89,2,Suburban,Low,Apartment,Monsoon,0.085,2.56,16.66,100,Regular,1,Budget,855.8,6.5078125,5.3125,312.5
62,Ceiling Fan,78,5,10.7,376,2,Suburban,Low,Apartment,Monsoon,0.63,18.91,122.93,100,Heavy,5,Budget,855.8,6.500793231094659,8.076923076923077,64.1025641025641
63,Refrigerator,276,3,24.0,191,4,Rural,Middle,Apartment,Monsoon,7.012,210.35,1367.27,60,Heavy,4,Standard,6059.639999999999,6.499976230092702,25.405797101449274,10.869565217391303
63,Television,160,4,5.59,226,4,Rural,Middle,Apartment,Monsoon,0.74,22.2,144.27,80,Regular,8,Budget,6059.639999999999,6.49864864864865,4.625,25.0
63,LED Lights,15,5,9.66,360,4,Rural,Middle,Apartment,Monsoon,0.125,3.76,24.45,100,Heavy,7,Premium,6059.639999999999,6.502659574468085,8.333333333333334,333.33333333333337
63,Ceiling Fan,77,3,13.62,231,4,Rural,Middle,Apartment,Monsoon,1.051,31.54,205.03,60,Heavy,7,Budget,6059.639999999999,6.500634115409005,13.64935064935065,38.96103896103896
63,Air Conditioner,1497,2,11.66,192,4,Rural,Middle,Apartment,Monsoon,18.987,569.61,3702.49,40,Heavy,5,Premium,6059.639999999999,6.500043889678903,12.683366733466933,1.336005344021376
63,Washing Machine,736,5,2.23,357,4,Rural,Middle,Apartment,Monsoon,1.314,39.41,256.13,100,Regular,7,Standard,6059.639999999999,6.49911190053286,1.785326086956522,6.793478260869565
63,Microwave,1113,3,1.78,360,4,Rural,Middle,Apartment,Monsoon,1.846,55.38,360.0,60,Regular,3,Budget,6059.639999999999,6.500541711809317,1.6585804132973945,2.6954177897574123
64,Refrigerator,158,5,18.0,227,3,Suburban,Middle,Apartment,Spring,2.464,73.92,480.49,100,Heavy,8,Standard,3797.0699999999997,6.5001352813852815,15.594936708860759,31.645569620253163
64,Television,141,3,7.66,90,3,Suburban,Middle,Apartment,Spring,1.096,32.87,213.62,60,Regular,1,Standard,3797.0699999999997,6.498935199269852,7.7730496453900715,21.276595744680854
64,LED Lights,18,4,11.14,305,3,Suburban,Middle,Apartment,Spring,0.176,5.29,34.39,80,Heavy,2,Standard,3797.0699999999997,6.500945179584121,9.777777777777777,222.22222222222223
64,Ceiling Fan,62,5,12.2,248,3,Suburban,Middle,Apartment,Spring,0.595,17.85,116.06,100,Heavy,8,Premium,3797.0699999999997,6.5019607843137255,9.596774193548386,80.64516129032258
64,Air Conditioner,1114,3,11.34,266,3,Suburban,Middle,Apartment,Spring,13.024,390.71,2539.62,60,Heavy,8,Standard,3797.0699999999997,6.500012797215326,11.691202872531418,2.6929982046678633
64,Washing Machine,437,5,1.65,235,3,Suburban,Middle,Apartment,Spring,0.551,16.53,107.44,100,Regular,4,Budget,3797.0699999999997,6.499697519661221,1.2608695652173914,11.441647597254004
64,Microwave,1007,4,1.57,209,3,Suburban,Middle,Apartment,Spring,1.566,46.99,305.45,80,Regular,3,Premium,3797.0699999999997,6.500319216854649,1.5551142005958292,3.97219463753724
65,Refrigerator,177,2,18.0,346,3,Suburban,Low,Apartment,Spring,4.156,124.69,810.46,40,Heavy,8,Budget,1073.91,6.499799502766862,23.480225988700564,11.299435028248588
65,Television,193,4,4.37,95,3,Suburban,Low,Apartment,Spring,0.791,23.73,154.27,80,Regular,8,Standard,1073.91,6.501053518752634,4.098445595854923,20.72538860103627
65,LED Lights,17,4,9.01,105,3,Suburban,Low,Apartment,Spring,0.142,4.26,27.67,80,Heavy,8,Standard,1073.91,6.49530516431925,8.352941176470587,235.2941176470588
65,Ceiling Fan,52,3,8.92,362,3,Suburban,Low,Apartment,Spring,0.418,12.54,81.51,60,Heavy,9,Standard,1073.91,6.500000000000001,8.038461538461538,57.69230769230769
66,Refrigerator,244,3,18.0,336,3,Suburban,Middle,Independent House,Winter,4.215,126.46,821.99,60,Heavy,1,Standard,3002.74,6.5,17.274590163934423,12.295081967213115
66,Television,145,4,9.64,233,3,Suburban,Middle,Independent House,Winter,1.341,40.24,261.59,80,Heavy,6,Premium,3002.74,6.500745526838966,9.248275862068965,27.586206896551726
66,LED Lights,9,5,7.73,201,3,Suburban,Middle,Independent House,Winter,0.058,1.75,11.36,100,Regular,9,Premium,3002.74,6.491428571428571,6.444444444444445,555.5555555555555
66,Ceiling Fan,74,4,12.37,361,3,Suburban,Middle,Independent House,Winter,0.778,23.33,151.63,80,Heavy,7,Standard,3002.74,6.499357051007287,10.513513513513514,54.054054054054056
66,Air Conditioner,1529,2,3.77,172,3,Suburban,Middle,Independent House,Winter,7.194,215.82,1402.86,40,Regular,8,Standard,3002.74,6.500139004726161,4.705035971223022,1.3080444735120995
66,Washing Machine,744,3,0.87,143,3,Suburban,Middle,Independent House,Winter,0.599,17.97,116.78,60,Regular,5,Standard,3002.74,6.498608792431831,0.8051075268817205,4.032258064516129
66,Microwave,755,5,1.97,138,3,Suburban,Middle,Independent House,Winter,1.213,36.39,236.53,100,Regular,1,Standard,3002.74,6.499862599615279,1.6066225165562915,6.622516556291391
67,Refrigerator,179,4,18.0,142,3,Suburban,Low,Apartment,Monsoon,2.935,88.06,572.39,80,Heavy,6,Standard,832.63,6.5,16.39664804469274,22.3463687150838
67,Television,173,3,4.19,205,3,Suburban,Low,Apartment,Monsoon,0.703,21.09,137.06,60,Regular,7,Premium,832.63,6.498814604077762,4.063583815028901,17.341040462427745
67,LED Lights,17,5,9.14,80,3,Suburban,Low,Apartment,Monsoon,0.118,3.55,23.05,100,Heavy,6,Budget,832.63,6.492957746478874,6.9411764705882355,294.11764705882354
67,Ceiling Fan,64,3,8.61,257,3,Suburban,Low,Apartment,Monsoon,0.513,15.4,100.13,60,Heavy,1,Standard,832.63,6.501948051948052,8.015625,46.875
68,Refrigerator,290,2,18.0,124,3,Suburban,Low,Apartment,Winter,6.691,200.73,1304.76,40,Heavy,8,Budget,1584.9,6.500074727245554,23.072413793103447,6.8965517241379315
68,Television,133,3,6.31,184,3,Suburban,Low,Apartment,Winter,0.758,22.74,147.78,60,Regular,5,Budget,1584.9,6.49868073878628,5.6992481203007515,22.55639097744361
68,LED Lights,9,4,9.19,84,3,Suburban,Low,Apartment,Winter,0.072,2.15,13.97,80,Heavy,6,Premium,1584.9,6.497674418604651,8.0,444.44444444444446
68,Ceiling Fan,67,4,10.66,262,3,Suburban,Low,Apartment,Winter,0.607,18.21,118.39,80,Heavy,7,Standard,1584.9,6.501372872048325,9.059701492537313,59.70149253731343
69,Refrigerator,230,4,24.0,181,4,Urban,Middle,Apartment,Monsoon,5.405,162.16,1054.05,80,Heavy,8,Standard,3631.16,6.500061667488899,23.5,17.391304347826086
69,Television,96,5,5.53,111,4,Urban,Middle,Apartment,Monsoon,0.446,13.38,86.99,100,Regular,6,Standard,3631.16,6.501494768310911,4.645833333333333,52.083333333333336
